id,worker_id,action,timestamp,location_id,work_id,worker_profession
822,10,Clock Out,2024-11-17T17:12:00,7.0,11.0,Steel Fixer
823,11,Clock In,2024-11-17T08:23:00,,,Site Manager
824,11,Clock Out,2024-11-17T16:23:00,5.0,40.0,Site Manager
825,1,Clock In,2024-11-18T08:06:00,,,Shuttering Carpenter
826,1,Clock Out,2024-11-18T18:06:00,3.0,40.0,Shuttering Carpenter
827,3,Clock In,2024-11-18T08:23:00,,,Assembler
828,3,Clock Out,2024-11-18T18:23:00,2.0,21.0,Assembler
829,5,Clock In,2024-11-18T08:26:00,,,Assembler
830,5,Clock Out,2024-11-18T18:26:00,1.0,33.0,Assembler
831,6,Clock In,2024-11-18T08:07:00,,,Slinger
832,6,Clock Out,2024-11-18T18:07:00,6.0,29.0,Slinger
833,7,Clock In,2024-11-18T08:26:00,,,Assembler
834,7,Clock Out,2024-11-18T17:26:00,4.0,41.0,Assembler
835,8,Clock In,2024-11-18T08:25:00,,,Assembler
836,8,Clock Out,2024-11-18T18:25:00,1.0,41.0,Assembler
837,9,Clock In,2024-11-18T08:16:00,,,Shuttering Carpenter
838,9,Clock Out,2024-11-18T16:16:00,2.0,31.0,Shuttering Carpenter
839,10,Clock In,2024-11-18T08:08:00,,,Steel Fixer
840,10,Clock Out,2024-11-18T18:08:00,4.0,12.0,Steel Fixer
841,11,Clock In,2024-11-18T08:00:00,,,Site Manager
842,11,Clock Out,2024-11-18T16:00:00,2.0,4.0,Site Manager
843,1,Clock In,2024-11-19T08:13:00,,,Shuttering Carpenter
844,1,Clock Out,2024-11-19T17:13:00,5.0,12.0,Shuttering Carpenter
845,2,Clock In,2024-11-19T08:30:00,,,Slinger
846,2,Clock Out,2024-11-19T17:30:00,5.0,2.0,Slinger
847,5,Clock In,2024-11-19T08:00:00,,,Assembler
848,5,Clock Out,2024-11-19T18:00:00,3.0,14.0,Assembler
849,6,Clock In,2024-11-19T08:25:00,,,Slinger
850,6,Clock Out,2024-11-19T15:25:00,4.0,16.0,Slinger
851,7,Clock In,2024-11-19T08:05:00,,,Assembler
852,7,Clock Out,2024-11-19T16:05:00,5.0,19.0,Assembler
853,8,Clock In,2024-11-19T08:06:00,,,Assembler
854,8,Clock Out,2024-11-19T17:06:00,6.0,38.0,Assembler
855,9,Clock In,2024-11-19T08:22:00,,,Shuttering Carpenter
856,9,Clock Out,2024-11-19T15:22:00,1.0,42.0,Shuttering Carpenter
857,10,Clock In,2024-11-19T08:22:00,,,Steel Fixer
858,10,Clock Out,2024-11-19T16:22:00,4.0,21.0,Steel Fixer
859,11,Clock In,2024-11-19T08:13:00,,,Site Manager
860,11,Clock Out,2024-11-19T17:13:00,2.0,16.0,Site Manager
861,1,Clock In,2024-11-20T08:20:00,,,Shuttering Carpenter
862,1,Clock Out,2024-11-20T17:20:00,7.0,24.0,Shuttering Carpenter
863,2,Clock In,2024-11-20T08:13:00,,,Slinger
864,2,Clock Out,2024-11-20T17:13:00,5.0,33.0,Slinger
865,3,Clock In,2024-11-20T08:10:00,,,Assembler
866,3,Clock Out,2024-11-20T17:10:00,4.0,20.0,Assembler
867,4,Clock In,2024-11-20T08:23:00,,,Assembler
868,4,Clock Out,2024-11-20T15:23:00,2.0,11.0,Assembler
869,5,Clock In,2024-11-20T08:24:00,,,Assembler
870,5,Clock Out,2024-11-20T18:24:00,5.0,39.0,Assembler
871,6,Clock In,2024-11-20T08:14:00,,,Slinger
872,6,Clock Out,2024-11-20T15:14:00,4.0,1.0,Slinger
873,8,Clock In,2024-11-20T08:01:00,,,Assembler
874,8,Clock Out,2024-11-20T18:01:00,5.0,19.0,Assembler
875,10,Clock In,2024-11-20T08:07:00,,,Steel Fixer
876,10,Clock Out,2024-11-20T16:07:00,3.0,40.0,Steel Fixer
877,11,Clock In,2024-11-20T08:12:00,,,Site Manager
878,11,Clock Out,2024-11-20T16:12:00,7.0,5.0,Site Manager
879,1,Clock In,2024-11-21T08:01:00,,,Shuttering Carpenter
880,1,Clock Out,2024-11-21T16:01:00,5.0,11.0,Shuttering Carpenter
881,2,Clock In,2024-11-21T08:17:00,,,Slinger
882,2,Clock Out,2024-11-21T17:17:00,5.0,26.0,Slinger
883,3,Clock In,2024-11-21T08:19:00,,,Assembler
884,3,Clock Out,2024-11-21T16:19:00,2.0,42.0,Assembler
885,4,Clock In,2024-11-21T08:20:00,,,Assembler
886,4,Clock Out,2024-11-21T17:20:00,7.0,41.0,Assembler
887,5,Clock In,2024-11-21T08:07:00,,,Assembler
888,5,Clock Out,2024-11-21T18:07:00,5.0,25.0,Assembler
889,7,Clock In,2024-11-21T08:06:00,,,Assembler
890,7,Clock Out,2024-11-21T17:06:00,7.0,29.0,Assembler
891,8,Clock In,2024-11-21T08:30:00,,,Assembler
892,8,Clock Out,2024-11-21T16:30:00,1.0,25.0,Assembler
893,10,Clock In,2024-11-21T08:22:00,,,Steel Fixer
894,10,Clock Out,2024-11-21T18:22:00,5.0,36.0,Steel Fixer
895,11,Clock In,2024-11-21T08:14:00,,,Site Manager
896,11,Clock Out,2024-11-21T16:14:00,5.0,29.0,Site Manager
897,1,Clock In,2024-11-22T08:11:00,,,Shuttering Carpenter
898,1,Clock Out,2024-11-22T15:11:00,4.0,3.0,Shuttering Carpenter
899,2,Clock In,2024-11-22T08:29:00,,,Slinger
900,2,Clock Out,2024-11-22T18:29:00,5.0,30.0,Slinger
901,3,Clock In,2024-11-22T08:19:00,,,Assembler
902,3,Clock Out,2024-11-22T18:19:00,2.0,7.0,Assembler
903,6,Clock In,2024-11-22T08:11:00,,,Slinger
904,6,Clock Out,2024-11-22T17:11:00,4.0,30.0,Slinger
905,8,Clock In,2024-11-22T08:00:00,,,Assembler
906,8,Clock Out,2024-11-22T18:00:00,7.0,7.0,Assembler
907,9,Clock In,2024-11-22T08:12:00,,,Shuttering Carpenter
908,9,Clock Out,2024-11-22T16:12:00,2.0,41.0,Shuttering Carpenter
909,10,Clock In,2024-11-22T08:15:00,,,Steel Fixer
910,10,Clock Out,2024-11-22T18:15:00,2.0,6.0,Steel Fixer
911,1,Clock In,2024-11-23T08:24:00,,,Shuttering Carpenter
912,1,Clock Out,2024-11-23T15:24:00,4.0,21.0,Shuttering Carpenter
913,2,Clock In,2024-11-23T08:27:00,,,Slinger
914,2,Clock Out,2024-11-23T16:27:00,2.0,15.0,Slinger
915,3,Clock In,2024-11-23T08:02:00,,,Assembler
916,3,Clock Out,2024-11-23T16:02:00,4.0,18.0,Assembler
917,5,Clock In,2024-11-23T08:17:00,,,Assembler
918,5,Clock Out,2024-11-23T15:17:00,4.0,6.0,Assembler
919,6,Clock In,2024-11-23T08:06:00,,,Slinger
920,6,Clock Out,2024-11-23T15:06:00,4.0,6.0,Slinger
921,7,Clock In,2024-11-23T08:01:00,,,Assembler
922,7,Clock Out,2024-11-23T17:01:00,6.0,38.0,Assembler
923,8,Clock In,2024-11-23T08:15:00,,,Assembler
924,8,Clock Out,2024-11-23T15:15:00,7.0,30.0,Assembler
925,10,Clock In,2024-11-23T08:22:00,,,Steel Fixer
926,10,Clock Out,2024-11-23T17:22:00,1.0,41.0,Steel Fixer
927,11,Clock In,2024-11-23T08:13:00,,,Site Manager
928,11,Clock Out,2024-11-23T17:13:00,7.0,40.0,Site Manager
929,1,Clock In,2024-11-24T08:04:00,,,Shuttering Carpenter
930,1,Clock Out,2024-11-24T18:04:00,2.0,26.0,Shuttering Carpenter
931,2,Clock In,2024-11-24T08:13:00,,,Slinger
932,2,Clock Out,2024-11-24T16:13:00,3.0,25.0,Slinger
933,3,Clock In,2024-11-24T08:03:00,,,Assembler
934,3,Clock Out,2024-11-24T16:03:00,5.0,34.0,Assembler
935,4,Clock In,2024-11-24T08:17:00,,,Assembler
936,4,Clock Out,2024-11-24T15:17:00,1.0,38.0,Assembler
937,5,Clock In,2024-11-24T08:19:00,,,Assembler
938,5,Clock Out,2024-11-24T17:19:00,7.0,40.0,Assembler
939,6,Clock In,2024-11-24T08:12:00,,,Slinger
940,6,Clock Out,2024-11-24T17:12:00,6.0,41.0,Slinger
941,7,Clock In,2024-11-24T08:06:00,,,Assembler
942,7,Clock Out,2024-11-24T17:06:00,4.0,26.0,Assembler
943,8,Clock In,2024-11-24T08:12:00,,,Assembler
944,8,Clock Out,2024-11-24T15:12:00,2.0,34.0,Assembler
945,10,Clock In,2024-11-24T08:26:00,,,Steel Fixer
946,10,Clock Out,2024-11-24T16:26:00,4.0,16.0,Steel Fixer
947,11,Clock In,2024-11-24T08:01:00,,,Site Manager
948,11,Clock Out,2024-11-24T18:01:00,7.0,14.0,Site Manager
949,1,Clock In,2024-11-25T08:00:00,,,Shuttering Carpenter
950,1,Clock Out,2024-11-25T16:00:00,2.0,24.0,Shuttering Carpenter
951,3,Clock In,2024-11-25T08:22:00,,,Assembler
952,3,Clock Out,2024-11-25T15:22:00,1.0,6.0,Assembler
953,4,Clock In,2024-11-25T08:06:00,,,Assembler
954,4,Clock Out,2024-11-25T17:06:00,4.0,28.0,Assembler
955,5,Clock In,2024-11-25T08:20:00,,,Assembler
956,5,Clock Out,2024-11-25T15:20:00,4.0,32.0,Assembler
957,6,Clock In,2024-11-25T08:17:00,,,Slinger
958,6,Clock Out,2024-11-25T17:17:00,2.0,34.0,Slinger
959,7,Clock In,2024-11-25T08:15:00,,,Assembler
960,7,Clock Out,2024-11-25T16:15:00,6.0,17.0,Assembler
961,8,Clock In,2024-11-25T08:07:00,,,Assembler
962,8,Clock Out,2024-11-25T16:07:00,2.0,14.0,Assembler
963,9,Clock In,2024-11-25T08:27:00,,,Shuttering Carpenter
964,9,Clock Out,2024-11-25T16:27:00,1.0,38.0,Shuttering Carpenter
965,10,Clock In,2024-11-25T08:27:00,,,Steel Fixer
966,10,Clock Out,2024-11-25T16:27:00,4.0,17.0,Steel Fixer
967,11,Clock In,2024-11-25T08:10:00,,,Site Manager
968,11,Clock Out,2024-11-25T18:10:00,1.0,26.0,Site Manager
969,1,Clock In,2024-11-26T08:20:00,,,Shuttering Carpenter
970,1,Clock Out,2024-11-26T17:20:00,6.0,35.0,Shuttering Carpenter
971,3,Clock In,2024-11-26T08:14:00,,,Assembler
972,3,Clock Out,2024-11-26T17:14:00,1.0,11.0,Assembler
973,4,Clock In,2024-11-26T08:19:00,,,Assembler
974,4,Clock Out,2024-11-26T17:19:00,7.0,25.0,Assembler
975,5,Clock In,2024-11-26T08:14:00,,,Assembler
976,5,Clock Out,2024-11-26T17:14:00,5.0,20.0,Assembler
977,6,Clock In,2024-11-26T08:00:00,,,Slinger
978,6,Clock Out,2024-11-26T15:00:00,7.0,40.0,Slinger
979,7,Clock In,2024-11-26T08:23:00,,,Assembler
980,7,Clock Out,2024-11-26T18:23:00,7.0,36.0,Assembler
981,8,Clock In,2024-11-26T08:25:00,,,Assembler
982,8,Clock Out,2024-11-26T15:25:00,3.0,5.0,Assembler
983,9,Clock In,2024-11-26T08:05:00,,,Shuttering Carpenter
984,9,Clock Out,2024-11-26T16:05:00,7.0,9.0,Shuttering Carpenter
985,10,Clock In,2024-11-26T08:06:00,,,Steel Fixer
986,10,Clock Out,2024-11-26T17:06:00,2.0,14.0,Steel Fixer
987,11,Clock In,2024-11-26T08:17:00,,,Site Manager
988,11,Clock Out,2024-11-26T17:17:00,7.0,25.0,Site Manager
989,1,Clock In,2024-11-27T08:06:00,,,Shuttering Carpenter
990,1,Clock Out,2024-11-27T17:06:00,7.0,37.0,Shuttering Carpenter
991,4,Clock In,2024-11-27T08:29:00,,,Assembler
992,4,Clock Out,2024-11-27T17:29:00,7.0,27.0,Assembler
993,6,Clock In,2024-11-27T08:13:00,,,Slinger
994,6,Clock Out,2024-11-27T16:13:00,4.0,4.0,Slinger
995,7,Clock In,2024-11-27T08:03:00,,,Assembler
996,7,Clock Out,2024-11-27T15:03:00,6.0,32.0,Assembler
997,8,Clock In,2024-11-27T08:25:00,,,Assembler
998,8,Clock Out,2024-11-27T18:25:00,7.0,14.0,Assembler
999,9,Clock In,2024-11-27T08:26:00,,,Shuttering Carpenter
1000,9,Clock Out,2024-11-27T16:26:00,2.0,9.0,Shuttering Carpenter
1001,10,Clock In,2024-11-27T08:15:00,,,Steel Fixer
1002,10,Clock Out,2024-11-27T16:15:00,5.0,36.0,Steel Fixer
1003,11,Clock In,2024-11-27T08:14:00,,,Site Manager
1004,11,Clock Out,2024-11-27T15:14:00,4.0,30.0,Site Manager
1005,1,Clock In,2024-11-28T08:16:00,,,Shuttering Carpenter
1006,1,Clock Out,2024-11-28T18:16:00,4.0,21.0,Shuttering Carpenter
1007,2,Clock In,2024-11-28T08:29:00,,,Slinger
1008,2,Clock Out,2024-11-28T16:29:00,7.0,35.0,Slinger
1009,3,Clock In,2024-11-28T08:02:00,,,Assembler
1010,3,Clock Out,2024-11-28T15:02:00,1.0,37.0,Assembler
1011,4,Clock In,2024-11-28T08:27:00,,,Assembler
1012,4,Clock Out,2024-11-28T15:27:00,5.0,29.0,Assembler
1013,7,Clock In,2024-11-28T08:22:00,,,Assembler
1014,7,Clock Out,2024-11-28T18:22:00,3.0,26.0,Assembler
1015,8,Clock In,2024-11-28T08:19:00,,,Assembler
1016,8,Clock Out,2024-11-28T17:19:00,1.0,10.0,Assembler
1017,10,Clock In,2024-11-28T08:22:00,,,Steel Fixer
1018,10,Clock Out,2024-11-28T18:22:00,6.0,38.0,Steel Fixer
1019,11,Clock In,2024-11-28T08:26:00,,,Site Manager
1020,11,Clock Out,2024-11-28T15:26:00,5.0,26.0,Site Manager
1021,1,Clock In,2024-11-29T08:25:00,,,Shuttering Carpenter
1022,1,Clock Out,2024-11-29T17:25:00,6.0,15.0,Shuttering Carpenter
1023,2,Clock In,2024-11-29T08:19:00,,,Slinger
1024,2,Clock Out,2024-11-29T18:19:00,3.0,15.0,Slinger
1025,5,Clock In,2024-11-29T08:12:00,,,Assembler
1026,5,Clock Out,2024-11-29T17:12:00,1.0,2.0,Assembler
1027,8,Clock In,2024-11-29T08:02:00,,,Assembler
1028,8,Clock Out,2024-11-29T17:02:00,3.0,12.0,Assembler
1029,10,Clock In,2024-11-29T08:26:00,,,Steel Fixer
1030,10,Clock Out,2024-11-29T18:26:00,5.0,41.0,Steel Fixer
1031,3,Clock In,2024-11-30T08:02:00,,,Assembler
1032,3,Clock Out,2024-11-30T15:02:00,4.0,10.0,Assembler
1033,4,Clock In,2024-11-30T08:02:00,,,Assembler
1034,4,Clock Out,2024-11-30T17:02:00,3.0,9.0,Assembler
1035,5,Clock In,2024-11-30T08:17:00,,,Assembler
1036,5,Clock Out,2024-11-30T15:17:00,7.0,33.0,Assembler
1037,6,Clock In,2024-11-30T08:09:00,,,Slinger
1038,6,Clock Out,2024-11-30T15:09:00,4.0,32.0,Slinger
1039,8,Clock In,2024-11-30T08:12:00,,,Assembler
1040,8,Clock Out,2024-11-30T18:12:00,1.0,30.0,Assembler
1041,9,Clock In,2024-11-30T08:22:00,,,Shuttering Carpenter
1042,9,Clock Out,2024-11-30T15:22:00,2.0,36.0,Shuttering Carpenter
1043,10,Clock In,2024-11-30T08:03:00,,,Steel Fixer
1044,10,Clock Out,2024-11-30T15:03:00,3.0,12.0,Steel Fixer
1045,11,Clock In,2024-11-30T08:15:00,,,Site Manager
1046,11,Clock Out,2024-11-30T18:15:00,4.0,35.0,Site Manager
1047,1,Clock In,2024-12-01T08:02:00,,,Shuttering Carpenter
1048,1,Clock Out,2024-12-01T15:02:00,4.0,35.0,Shuttering Carpenter
1049,2,Clock In,2024-12-01T08:30:00,,,Slinger
1050,2,Clock Out,2024-12-01T15:30:00,7.0,7.0,Slinger
1051,3,Clock In,2024-12-01T08:24:00,,,Assembler
1052,3,Clock Out,2024-12-01T18:24:00,4.0,42.0,Assembler
1053,4,Clock In,2024-12-01T08:20:00,,,Assembler
1054,4,Clock Out,2024-12-01T16:20:00,3.0,15.0,Assembler
1055,5,Clock In,2024-12-01T08:00:00,,,Assembler
1056,5,Clock Out,2024-12-01T16:00:00,5.0,7.0,Assembler
1057,6,Clock In,2024-12-01T08:17:00,,,Slinger
1058,6,Clock Out,2024-12-01T16:17:00,2.0,22.0,Slinger
1059,7,Clock In,2024-12-01T08:13:00,,,Assembler
1060,7,Clock Out,2024-12-01T18:13:00,1.0,25.0,Assembler
1061,8,Clock In,2024-12-01T08:12:00,,,Assembler
1062,8,Clock Out,2024-12-01T15:12:00,3.0,24.0,Assembler
1063,9,Clock In,2024-12-01T08:17:00,,,Shuttering Carpenter
1064,9,Clock Out,2024-12-01T16:17:00,4.0,36.0,Shuttering Carpenter
1065,11,Clock In,2024-12-01T08:00:00,,,Site Manager
1066,11,Clock Out,2024-12-01T18:00:00,2.0,35.0,Site Manager
1067,1,Clock In,2024-12-02T08:21:00,,,Shuttering Carpenter
1068,1,Clock Out,2024-12-02T17:21:00,6.0,5.0,Shuttering Carpenter
1069,2,Clock In,2024-12-02T08:17:00,,,Slinger
1070,2,Clock Out,2024-12-02T18:17:00,3.0,23.0,Slinger
1071,3,Clock In,2024-12-02T08:24:00,,,Assembler
1072,3,Clock Out,2024-12-02T17:24:00,3.0,39.0,Assembler
1073,4,Clock In,2024-12-02T08:18:00,,,Assembler
1074,4,Clock Out,2024-12-02T18:18:00,3.0,38.0,Assembler
1075,5,Clock In,2024-12-02T08:17:00,,,Assembler
1076,5,Clock Out,2024-12-02T15:17:00,3.0,6.0,Assembler
1077,7,Clock In,2024-12-02T08:04:00,,,Assembler
1078,7,Clock Out,2024-12-02T15:04:00,6.0,21.0,Assembler
1079,8,Clock In,2024-12-02T08:05:00,,,Assembler
1080,8,Clock Out,2024-12-02T18:05:00,1.0,2.0,Assembler
1081,9,Clock In,2024-12-02T08:13:00,,,Shuttering Carpenter
1082,9,Clock Out,2024-12-02T17:13:00,6.0,24.0,Shuttering Carpenter
1083,10,Clock In,2024-12-02T08:27:00,,,Steel Fixer
1084,10,Clock Out,2024-12-02T17:27:00,6.0,14.0,Steel Fixer
1085,11,Clock In,2024-12-02T08:25:00,,,Site Manager
1086,11,Clock Out,2024-12-02T18:25:00,7.0,7.0,Site Manager
1087,1,Clock In,2024-12-03T08:09:00,,,Shuttering Carpenter
1088,1,Clock Out,2024-12-03T18:09:00,4.0,23.0,Shuttering Carpenter
1089,2,Clock In,2024-12-03T08:23:00,,,Slinger
1090,2,Clock Out,2024-12-03T17:23:00,4.0,7.0,Slinger
1091,3,Clock In,2024-12-03T08:05:00,,,Assembler
1092,3,Clock Out,2024-12-03T17:05:00,2.0,22.0,Assembler
1093,4,Clock In,2024-12-03T08:17:00,,,Assembler
1094,4,Clock Out,2024-12-03T17:17:00,3.0,36.0,Assembler
1095,5,Clock In,2024-12-03T08:19:00,,,Assembler
1096,5,Clock Out,2024-12-03T17:19:00,5.0,30.0,Assembler
1097,6,Clock In,2024-12-03T08:12:00,,,Slinger
1098,6,Clock Out,2024-12-03T15:12:00,6.0,20.0,Slinger
1099,7,Clock In,2024-12-03T08:20:00,,,Assembler
1100,7,Clock Out,2024-12-03T15:20:00,2.0,30.0,Assembler
1101,8,Clock In,2024-12-03T08:00:00,,,Assembler
1102,8,Clock Out,2024-12-03T16:00:00,7.0,14.0,Assembler
1103,9,Clock In,2024-12-03T08:10:00,,,Shuttering Carpenter
1104,9,Clock Out,2024-12-03T16:10:00,3.0,23.0,Shuttering Carpenter
1105,10,Clock In,2024-12-03T08:19:00,,,Steel Fixer
1106,10,Clock Out,2024-12-03T17:19:00,7.0,29.0,Steel Fixer
1107,1,Clock In,2024-12-04T08:00:00,,,Shuttering Carpenter
1108,1,Clock Out,2024-12-04T17:00:00,7.0,23.0,Shuttering Carpenter
1109,3,Clock In,2024-12-04T08:07:00,,,Assembler
1110,3,Clock Out,2024-12-04T18:07:00,4.0,42.0,Assembler
1111,6,Clock In,2024-12-04T08:01:00,,,Slinger
1112,6,Clock Out,2024-12-04T17:01:00,1.0,36.0,Slinger
1113,7,Clock In,2024-12-04T08:21:00,,,Assembler
1114,7,Clock Out,2024-12-04T17:21:00,2.0,19.0,Assembler
1115,9,Clock In,2024-12-04T08:29:00,,,Shuttering Carpenter
1116,9,Clock Out,2024-12-04T18:29:00,1.0,12.0,Shuttering Carpenter
1117,10,Clock In,2024-12-04T08:13:00,,,Steel Fixer
1118,10,Clock Out,2024-12-04T15:13:00,3.0,38.0,Steel Fixer
1119,11,Clock In,2024-12-04T08:29:00,,,Site Manager
1120,11,Clock Out,2024-12-04T17:29:00,2.0,28.0,Site Manager
1121,1,Clock In,2024-12-05T08:16:00,,,Shuttering Carpenter
1122,1,Clock Out,2024-12-05T17:16:00,5.0,4.0,Shuttering Carpenter
1123,2,Clock In,2024-12-05T08:23:00,,,Slinger
1124,2,Clock Out,2024-12-05T17:23:00,6.0,21.0,Slinger
1125,3,Clock In,2024-12-05T08:24:00,,,Assembler
1126,3,Clock Out,2024-12-05T18:24:00,2.0,10.0,Assembler
1127,4,Clock In,2024-12-05T08:06:00,,,Assembler
1128,4,Clock Out,2024-12-05T16:06:00,5.0,12.0,Assembler
1129,5,Clock In,2024-12-05T08:06:00,,,Assembler
1130,5,Clock Out,2024-12-05T15:06:00,5.0,20.0,Assembler
1131,9,Clock In,2024-12-05T08:11:00,,,Shuttering Carpenter
1132,9,Clock Out,2024-12-05T15:11:00,2.0,36.0,Shuttering Carpenter
1133,11,Clock In,2024-12-05T08:09:00,,,Site Manager
1134,11,Clock Out,2024-12-05T17:09:00,7.0,32.0,Site Manager
1135,1,Clock In,2024-12-06T08:18:00,,,Shuttering Carpenter
1136,1,Clock Out,2024-12-06T18:18:00,3.0,27.0,Shuttering Carpenter
1137,2,Clock In,2024-12-06T08:25:00,,,Slinger
1138,2,Clock Out,2024-12-06T17:25:00,1.0,36.0,Slinger
1139,4,Clock In,2024-12-06T08:04:00,,,Assembler
1140,4,Clock Out,2024-12-06T16:04:00,7.0,23.0,Assembler
1141,5,Clock In,2024-12-06T08:21:00,,,Assembler
1142,5,Clock Out,2024-12-06T16:21:00,4.0,2.0,Assembler
1143,6,Clock In,2024-12-06T08:10:00,,,Slinger
1144,6,Clock Out,2024-12-06T16:10:00,2.0,21.0,Slinger
1145,7,Clock In,2024-12-06T08:13:00,,,Assembler
1146,7,Clock Out,2024-12-06T18:13:00,5.0,41.0,Assembler
1147,8,Clock In,2024-12-06T08:29:00,,,Assembler
1148,8,Clock Out,2024-12-06T15:29:00,3.0,4.0,Assembler
1149,9,Clock In,2024-12-06T08:11:00,,,Shuttering Carpenter
1150,9,Clock Out,2024-12-06T15:11:00,2.0,9.0,Shuttering Carpenter
1151,11,Clock In,2024-12-06T08:09:00,,,Site Manager
1152,11,Clock Out,2024-12-06T16:09:00,2.0,33.0,Site Manager
1153,1,Clock In,2024-12-07T08:00:00,,,Shuttering Carpenter
1154,1,Clock Out,2024-12-07T18:00:00,1.0,1.0,Shuttering Carpenter
1155,2,Clock In,2024-12-07T08:14:00,,,Slinger
1156,2,Clock Out,2024-12-07T17:14:00,4.0,13.0,Slinger
1157,3,Clock In,2024-12-07T08:24:00,,,Assembler
1158,3,Clock Out,2024-12-07T18:24:00,2.0,36.0,Assembler
1159,4,Clock In,2024-12-07T08:22:00,,,Assembler
1160,4,Clock Out,2024-12-07T17:22:00,7.0,23.0,Assembler
1161,6,Clock In,2024-12-07T08:04:00,,,Slinger
1162,6,Clock Out,2024-12-07T15:04:00,4.0,39.0,Slinger
1163,7,Clock In,2024-12-07T08:11:00,,,Assembler
1164,7,Clock Out,2024-12-07T17:11:00,2.0,8.0,Assembler
1165,9,Clock In,2024-12-07T08:20:00,,,Shuttering Carpenter
1166,9,Clock Out,2024-12-07T16:20:00,5.0,28.0,Shuttering Carpenter
1167,10,Clock In,2024-12-07T08:30:00,,,Steel Fixer
1168,10,Clock Out,2024-12-07T15:30:00,2.0,32.0,Steel Fixer
1169,11,Clock In,2024-12-07T08:06:00,,,Site Manager
1170,11,Clock Out,2024-12-07T15:06:00,5.0,17.0,Site Manager
1171,1,Clock In,2024-12-08T08:06:00,,,Shuttering Carpenter
1172,1,Clock Out,2024-12-08T18:06:00,7.0,33.0,Shuttering Carpenter
1173,2,Clock In,2024-12-08T08:02:00,,,Slinger
1174,2,Clock Out,2024-12-08T17:02:00,6.0,9.0,Slinger
1175,3,Clock In,2024-12-08T08:00:00,,,Assembler
1176,3,Clock Out,2024-12-08T15:00:00,3.0,38.0,Assembler
1177,5,Clock In,2024-12-08T08:14:00,,,Assembler
1178,5,Clock Out,2024-12-08T17:14:00,6.0,41.0,Assembler
1179,9,Clock In,2024-12-08T08:26:00,,,Shuttering Carpenter
1180,9,Clock Out,2024-12-08T16:26:00,7.0,1.0,Shuttering Carpenter
1181,11,Clock In,2024-12-08T08:28:00,,,Site Manager
1182,11,Clock Out,2024-12-08T16:28:00,2.0,10.0,Site Manager
1183,3,Clock In,2024-12-09T08:10:00,,,Assembler
1184,3,Clock Out,2024-12-09T17:10:00,3.0,2.0,Assembler
1185,5,Clock In,2024-12-09T08:03:00,,,Assembler
1186,5,Clock Out,2024-12-09T17:03:00,7.0,40.0,Assembler
1187,6,Clock In,2024-12-09T08:09:00,,,Slinger
1188,6,Clock Out,2024-12-09T15:09:00,4.0,37.0,Slinger
1189,7,Clock In,2024-12-09T08:16:00,,,Assembler
1190,7,Clock Out,2024-12-09T15:16:00,5.0,19.0,Assembler
1191,8,Clock In,2024-12-09T08:07:00,,,Assembler
1192,8,Clock Out,2024-12-09T18:07:00,5.0,31.0,Assembler
1193,10,Clock In,2024-12-09T08:00:00,,,Steel Fixer
1194,10,Clock Out,2024-12-09T15:00:00,1.0,33.0,Steel Fixer
1195,11,Clock In,2024-12-09T08:30:00,,,Site Manager
1196,11,Clock Out,2024-12-09T18:30:00,3.0,4.0,Site Manager
1197,1,Clock In,2024-12-10T08:01:00,,,Shuttering Carpenter
1198,1,Clock Out,2024-12-10T17:01:00,2.0,32.0,Shuttering Carpenter
1199,2,Clock In,2024-12-10T08:08:00,,,Slinger
1200,2,Clock Out,2024-12-10T15:08:00,5.0,33.0,Slinger
1201,3,Clock In,2024-12-10T08:03:00,,,Assembler
1202,3,Clock Out,2024-12-10T16:03:00,7.0,20.0,Assembler
1203,4,Clock In,2024-12-10T08:28:00,,,Assembler
1204,4,Clock Out,2024-12-10T16:28:00,5.0,16.0,Assembler
1205,6,Clock In,2024-12-10T08:24:00,,,Slinger
1206,6,Clock Out,2024-12-10T17:24:00,4.0,14.0,Slinger
1207,8,Clock In,2024-12-10T08:15:00,,,Assembler
1208,8,Clock Out,2024-12-10T18:15:00,6.0,38.0,Assembler
1209,9,Clock In,2024-12-10T08:14:00,,,Shuttering Carpenter
1210,9,Clock Out,2024-12-10T15:14:00,7.0,4.0,Shuttering Carpenter
1211,10,Clock In,2024-12-10T08:10:00,,,Steel Fixer
1212,10,Clock Out,2024-12-10T17:10:00,2.0,22.0,Steel Fixer
1213,11,Clock In,2024-12-10T08:30:00,,,Site Manager
1214,11,Clock Out,2024-12-10T18:30:00,5.0,21.0,Site Manager
1215,1,Clock In,2024-12-11T08:26:00,,,Shuttering Carpenter
1216,1,Clock Out,2024-12-11T18:26:00,4.0,10.0,Shuttering Carpenter
1217,2,Clock In,2024-12-11T08:18:00,,,Slinger
1218,2,Clock Out,2024-12-11T16:18:00,6.0,10.0,Slinger
1219,4,Clock In,2024-12-11T08:03:00,,,Assembler
1220,4,Clock Out,2024-12-11T17:03:00,7.0,20.0,Assembler
1221,5,Clock In,2024-12-11T08:19:00,,,Assembler
1222,5,Clock Out,2024-12-11T15:19:00,6.0,5.0,Assembler
1223,6,Clock In,2024-12-11T08:18:00,,,Slinger
1224,6,Clock Out,2024-12-11T16:18:00,3.0,7.0,Slinger
1225,7,Clock In,2024-12-11T08:03:00,,,Assembler
